"","applicant_name","year","quarter","patent_name","patent_region","patent_no","patent_no_list","application_number","file_date","file_year","citations","abandoned","classification_1","classification_2","classification_3","classification_4","classification_7","classification_8","inventor_1","previous_application_stripe","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","sum_patents","treat_date"
"292","IndigoAg",2020,1,"Endophyte compositions and methods for improved plant health",NA,NA,"WO-2022226376-A2",NA,2022-04-22,2022,NA,NA,NA,NA,NA,NA,NA,NA,"David A. Hubert, Brandon M. SATINSKY, Shib Basu",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"293","Solugen",2021,2,"Improved biocide compositions",NA,NA,NA,NA,2022-04-25,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, LoongYi TAN, Jason HELANDER, Frederyk Ngantung, Sean HUNT, Gaurab Chakrabarti",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"294","Solugen",2021,2,"Compositions and methods for the dissolution of iron sulfide",NA,NA,NA,NA,2022-04-25,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Catherine GONZALEZ, Jason HELANDER, Jun Su An, Thomas SWANSON, Jihye Kim, Kimchi PHAN",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"295","Vandersanden",2020,1,"Gluing brick slips",NA,NA,"EP-4079522-A1",NA,2022-04-25,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Maarten LEÃ‹N, Maarten WAUTERS, Simon Knapen, Dries Beyens",0,1,0,"Finland","mineralization,concrete",10,0,1000,20,NA,20,NA,NA,NA,NA,10,NA,NA,10,NA,NA,"0",0,0,0,0,13,2020-05-18
"296","Solugen",2021,2,"Methods for the production of succinic acid from sugars",NA,NA,NA,NA,2022-04-28,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin LOFTIS, Sean HUNT, Parth Patel, Peter Nguyen, Hans-Joerg Woelk",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"297","Sustaera",2021,4,"Systems and processes for removal of carbon dioxide (co2) from co2-containing gases using alkali metal adsorbents","Canada",NA,"CA3217072A1","CA3217072A",2022-05-03,2022,5,0,"C01B32/50 Carbon dioxide",NA,NA,NA,NA,NA,"Raghubir Prasad GUPTA, Cory Elliott SANDERSON, Tyson Lee Lanigan-Atkins,Jian Ping SHEN",0,1,1,"North Carolina, USA","DAC",3500,0,1000,777.78,700,1500,NA,NA,NA,NA,NA,3500,350,3500,714,0,"1",-722.22,77.78,2786,1,2,2021-12-05
"298","Solugen",2021,2,"Multifunctional cleaner and methods of making and using same",NA,NA,NA,NA,2022-05-17,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jason HELANDER, Michael J. Pawlik, LoongYi TAN, Catherine GONZALEZ, Frederyk Ngantung",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"299","Climate Foundation Marine Permaculture",2021,2,"Methods and apparatuses for growing marine plants and macroalgae and an apparatus for seeding, cultivating and harvesting marine plants and macroalgae",NA,NA,"WO-2022246301-A3",NA,2022-05-20,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen, Paul Coteus",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"300","Climate Foundation Marine Permaculture",2021,2,"Apparatuses, devices and methods for harvesting or collecting seaweed and aquatic flora from large bodies of water for storing and transporting seaweed and aquatic flora",NA,NA,"WO-2022246296-A1",NA,2022-05-20,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"301","Climate Foundation Marine Permaculture",2021,2,"Method and apparatus for measuring export of macroalgae or aquatic biomass and systems for confirming and monitoring carbon removals/credits based on marine biomass",NA,NA,"WO-2022246302-A1",NA,2022-05-21,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen, Sam ZAK, Anna Wheatley LIEBOWITZ",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"302","Brilliant Planet",2023,3,"Diazotroph carbon sequestration",NA,NA,"GB-2615376-A",NA,2022-05-27,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jovine Raffael, Boatman Toby",0,1,0,NA,NA,NA,NA,NA,800,NA,256,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",544,0,0,0,5,2023-09-01
"303","CarbonBuilt",2021,2,"Methods for reactivating passivated mineral residues",NA,NA,"WO-2022256456-A1",NA,2022-06-01,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Gaurav SANT, Iman Mehdipour",0,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,6,2021-05-17
"304","8 Rivers",2021,4,"Systems and methods for oxidation of hydrocarbon gases",NA,NA,"US-2022298965-A1",NA,2022-06-03,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brock Alan Forrest, Jeremy Eron Fetvedt, Peter Michael McGroddy",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"305","Running Tide",2021,2,"Systems and methods for the cultivation of target product",NA,NA,"US-2022295761-A1",NA,2022-06-07,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Nathaniel MERRILL, Max CHALFIN, Andrew Clyde THOMPSON, Margaux MARTIN-FILIPPI, Finnian Cradock DONOVAN, Matthew Jordan ODLIN",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"306","Solugen",2021,2,"Bio-based cleaner additive",NA,NA,NA,NA,2022-06-09,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, LoongYi TAN, Frederyk Ngantung, Catherine GONZALEZ, Chris ARCEO, Jason HELANDER, Jihye Kim, Darlen GALICIA, Fahim Ahmed",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"307","Seaweed Generation",2022,2,"A method and vessel for carbon sequestration",NA,NA,"GB-202208514-D0",NA,2022-06-10,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,4,2022-06-30
"308","Seaweed Generation",2022,4,"A method and vessel for carbon sequestration",NA,NA,"GB-202208514-D0",NA,2022-06-10,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,4,2022-12-15
"309","Ebb Carbon",2021,4,"Ocean alkalinity system and method for capturing atmospheric carbon dioxide","US",NA,"US11629067B1","US17/838,967 ",2022-06-13,2022,17,0,NA,NA,NA,NA,NA,NA,"Todd Pelman, Matthew Eisaman, Ben Tarbell, David Hegeman, Jeremy Loretz",0,1,1,"California, USA","Capture and storage",294,0,1000,1950,1950,1950,NA,NA,NA,NA,NA,294,37,294,256,0,"1",0,0,38,1,3,2021-12-05
"310","Cquestr8",2021,4,"Method of processing gas loaded with carbon dioxide","Worldwide",NA,"WO2023282735A1","PCT/MY2022/000004 ",2022-06-22,2022,5,0,"B01D53/62 Carbon oxides",NA,NA,NA,NA,NA,"Edwin Stephen Willis, Jeremy Duncan Stuart Joynson",0,1,0,"Unspecified","ocean,mineralization",1000,0,1000,420,NA,1000,NA,NA,NA,NA,NA,1000,0,1000,NA,NA,"0",-580,0,0,0,1,2021-12-05
"311","CQuestr8",2023,3,"Method of processing gas loaded with carbon dioxide",NA,NA,"WO2023282735A1","PCT/MY2022/000004",2022-06-22,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Edwin Stephen Willis, Jeremy Duncan Stuart Joynson",0,1,0,NA,NA,NA,NA,NA,500,NA,420,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,"0",80,0,0,0,1,2023-09-01
"312","Eion Corp",2021,4,"Verification methods and agronomic enhancements for carbon removal based on enhanced rock weathering","EU",NA,"EP4256520A1","EP22829238.9A",2022-06-22,2022,8,0,NA,NA,NA,NA,NA,NA,"Adam Wolf, Elliot Suk-Hyun Chang, Alan Robert Tank",0,1,1,"Princeton, NJ and Berkeley, CA","Soil amendment",1000,0,1000,500,500,1283,NA,NA,NA,NA,NA,1000,51,1000,500,0,"1",-783,0,500,1,1,2021-12-05
"313","Solugen",2021,2,"Nonferrous metal corrosion inhibitors and methods of using same",NA,NA,NA,NA,2022-06-24,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Donald A. Johnson, Jun Su An, Chris ARCEO, Darlen GALICIA, LoongYi TAN, Frederyk Ngantung",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"314","Climeworks",2020,1,"Amine functionalized fibres for direct air capture",NA,NA,"WO-2023001810-A1",NA,2022-07-19,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Felix TRAUTNER, Miriam VON HOLST, Nicolas REPOND, Tobias NIEBEL",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"315","Solugen",2021,2,"Compositions and methods for production of value-added chemicals",NA,NA,NA,NA,2022-07-22,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Toni M. Lee, Brian F. FISHER, Philipp Wiemann, Gaurab Chakrabarti, Peter Nguyen, Kevin LOFTIS, Shuai Qian, Konrad MILLER, Hans-Joerg Woelk, Sarah DOWNING, David Weiner, Danielle FAIR, Sean HUNT",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"316","Solugen",2021,2,"Corrosion inhibitors for copper and other yellow metals and methods of using same",NA,NA,NA,NA,2022-07-26,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Chris ARCEO, Darlen GALICIA, Donald A. Johnson, LoongYi TAN, Frederyk Ngantung",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"317","Noya",2022,4,"Systems and methods for capturing carbon dioxide",NA,NA,"WO2023009858A1","PCT/US2022/038942",2022-07-29,2022,NA,0,NA,NA,NA,NA,NA,NA,"Joshua Ivan Santos-Heard, Daniel Cavero Rodriguez, Laurene Petitjean, Alexandra Justine Welch",0,1,0,NA,NA,NA,NA,NA,1500,NA,1500,950,350,200,NA,NA,8750,608,700,NA,NA,"0",0,0,0,0,1,2022-12-15
"318","Climate Foundation Marine Permaculture",2021,2,"Apparatus and method for circulating water using corrugated pipe",NA,NA,"US-2022373121-A1",NA,2022-08-01,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"319","Heimdal",2021,4,"Carbon capture method and system","US",NA,"US20230048834A1","US17/880,852",2022-08-04,2022,NA,1,NA,NA,NA,NA,NA,NA,"V Erik Joughin Millar, Marcus Lima",0,1,0,"Hawaii, USA","ocean,alkalinity",150,0,1000,250,NA,1200,NA,NA,NA,NA,NA,150,8.1,150,NA,NA,"0",-950,0,0,0,3,2021-12-05
"320","8 Rivers",2021,4,"Systems and methods for controlling a power plant",NA,NA,"US-2022389877-A1",NA,2022-08-17,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"321","8 Rivers",2021,4,"Separation of sulfurous materials",NA,NA,"US-11732206-B2",NA,2022-08-17,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Navid Rafati",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"322","Brilliant Planet",2023,3,"Land-based algal mariculture for ocean deacidification",NA,NA,"GB-2615380-A",NA,2022-09-02,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jovine Raffael, Boatman Toby",0,1,0,NA,NA,NA,NA,NA,800,NA,256,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",544,0,0,0,5,2023-09-01
"323","Brilliant Planet",2023,3,"Combining algal raceway pond culture and seawater electrolysis for ocean deacidification",NA,NA,"GB-2615381-A",NA,2022-09-02,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jovine Raffael, Boatman Toby",0,1,0,NA,NA,NA,NA,NA,800,NA,256,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",544,0,0,0,5,2023-09-01
"324","Carbon Atlantis",2023,3,"Electrolytic process, electrolyzer, electrolysis system, use and installation",NA,NA,"DE102022122837B3","DE102022122837.1A",2022-09-08,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Paul Teufel, Jonas Futter, Malte Feucht",0,1,1,NA,"DAC",NA,NA,NA,1450,1816,1450,942.5,NA,NA,NA,NA,NA,NA,153,275,0,"1",0,-366,-122,1,1,2023-09-01
"325","Solugen",2021,2,"Biobased micronutrient compositions for agricultural processes",NA,NA,NA,NA,2022-09-20,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jihye Kim, Jun Su An, Catherine GONZALEZ, Chris ARCEO, Vatren Jurin, LoongYi TAN, Frederyk Ngantung, Darlen GALICIA",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"326","Carbon Limit",2022,4,"Carbon dioxide-capturing cement compositoins and related methods","US",NA,"US20230271135A1","US17/934,667",2022-09-23,2022,6,0,NA,NA,NA,NA,NA,NA,"Leonard Timothy Sperry, III",0,1,0,NA,NA,NA,NA,NA,224.13,NA,224.13,168,27,11,18.13,NA,10000,105.59,10000,NA,NA,"0",0,0,0,0,1,2022-12-15
"327","Seaweed Generation",2022,2,"A rig for use in growing seaweed and a method of operating such a rig",NA,NA,"GB-202214031-D0",NA,2022-09-26,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,4,2022-06-30
"328","Seaweed Generation",2022,4,"A rig for use in growing seaweed and a method of operating such a rig",NA,NA,"GB-202214031-D0",NA,2022-09-26,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,4,2022-12-15
"329","Running Tide",2021,2,"Systems and methods for quantifying and/or verifying ocean-based interventions for sequestering carbon dioxide",NA,NA,"US-2023106744-A1",NA,2022-09-30,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Max CHALFIN, Margaux MARTIN-FILIPPI, Andrew Thompson",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"330","CarbonCure",2020,1,"Compositions and methods utilizing alternative sources of carbon dioxide for sequestration","Worldwide",NA,"WO-2023064403-A1",NA,2022-10-12,2022,NA,0,NA,NA,NA,NA,NA,NA,"Casey James LEIST, Dean Paul Forgeron, Robert Niven, George Sean Monkman",0,1,1,"North America","Storage",60000,1,1000,100,100,100,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",0,0,117500,1,26,2020-05-18
"331","8 Rivers",2021,4,"Control systems and methods suitable for use with power production systems and methods",NA,NA,"US-2023036279-A1",NA,2022-10-14,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Eron Fetvedt, Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"332","CarbonBuilt",2021,2,"Integration of direct air capture system into co2 mineralizaton process of concretes and aggregates",NA,NA,"US-2023120088-A1",NA,2022-10-18,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Gaurav Sant, Dante Simonetti, Iman Mehdipour, David Jassby, Yenwen Tseng",0,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,6,2021-05-17
"333","Project Vesta",2020,1,"System for accelerating dissolution of mafic and ultramafic materials","Worldwide",NA,"WO2023069960A1","PCT/US2022/078319",2022-10-18,2022,NA,0,NA,NA,NA,NA,NA,NA,"Stephen Justin Romaniello, Brian David Ley, Douglad Edwards, Margarate Grace Andrews, Nathan Gerard Walworth, Thomas Ishoey, Tom Coxeter Green, Francesc Montserrat, Martin Van Den Berghe,Kenneth Nealson, Devon Cole, Kelly Erhart",0,1,1,"Caribbean","Enhanced weathering",200,0,1000,50,75,50,NA,NA,NA,NA,200,NA,NA,200,3333.3,0,"1",0,-25,-3133.3,1,3,2020-05-18
"334","Nitricity",2022,4,"Durable and serviceable plasma reactor for fertilizer production",NA,NA,"WO-2023069607-A1",NA,2022-10-20,2022,NA,NA,NA,NA,NA,NA,NA,NA,"John A. SCHWALBE, Joshua M. Mcenaney, Nicolas H. PINKOWSKI",0,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,6,2022-12-15
"335","IndigoAg",2020,1,"Systems for distributed order processing",NA,NA,"WO-2023081024-A1",NA,2022-10-21,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Ian KOENIGSKNECHT, Aumit Hasan LEON, Tze Tsun Justin LEE, Matthew Donovan GRIISSER",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"336","Sinkco",2022,4,"Circular methods for manufacturing products from algal biomass and atmospheric carbon removal with long-lived storage using algae residual biomass using packing and spreaded sinkage",NA,NA,"US20230132519A1","US17/975,985",2022-10-29,2022,1,0,"A01G33/00 Cultivation of seaweed or algae",NA,NA,NA,NA,NA,"Victor Adrian Daniel Choquet, Viji Donato Thomas",0,1,0,NA,NA,NA,NA,NA,1838,NA,1838,1138,224,395,66,NA,494,58,287,NA,NA,"0",0,0,0,0,1,2022-12-15
"337","IndigoAg",2020,1,"Dynamic data tiling",NA,NA,"US-2023092057-A1",NA,2022-11-01,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Christopher Edward Holden, Keith Frederick Ma, Jacob Samuel McDonald",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"338","IndigoAg",2020,1,"Rate card management",NA,NA,"US-2023162111-A1",NA,2022-11-01,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Amit Menipaz, Fernando Tubilla, Misha Sidorsky, John Richard Hunter, Kearney Klein, Andrew A. Luther, Nick Kabrich, Adam Conrad, Jason Davis-Cooke, Jordan Lee Pollard",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"339","Solugen",2021,2,"Methods and compositions for use in fire control",NA,NA,NA,NA,2022-11-02,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Frederyk Ngantung, LoongYi TAN, Amit Desai",0,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,40,2021-05-17
"340","Running Tide",2021,2,"Systems and methods for monitoring ocean-based carbon dioxide removal devices and accumulation of a target product",NA,NA,"WO-2023086957-A1",NA,2022-11-11,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Luca MASTRANGELO, William Johnson, Josh Hill, Timothy J. DYSON, Jacob F. HAGLER, Charles B. W. HALVORSON, Philipp Max WERMINGHAUSEN, Andrew Clyde THOMPSON",0,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,14,2021-05-17
"341","Climeworks",2020,1,"Regeneration of degraded amino-sorbents for carbon capture",NA,NA,"WO-2023088812-A1",NA,2022-11-14,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Angelo VARGAS, Davide Albani, Claudio LIMONE",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"342","CarbonBuilt",2021,2,"Methods and compositions for low-carbon concrete production using carbon dioxide and solid waste streams",NA,NA,"WO-2023091528-A1",NA,2022-11-16,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Iman Mehdipour",0,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,6,2021-05-17
"343","IndigoAg",2020,1,"Endophyte compositions and methods for improvement of plant traits",NA,NA,"US-2023276765-A1",NA,2022-11-16,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Raymond Riley",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"344","8 Rivers",2021,4,"Co2 power cycle with adiabatic compression",NA,NA,"WO-2023089540-A1",NA,2022-11-17,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"345","8 Rivers",2021,4,"Oxy-fuel heated hydrogen production process",NA,NA,"US-11814288-B2",NA,2022-11-18,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"346","8 Rivers",2021,4,"Heat generation for separate endothermic process with carbon capture",NA,NA,"US-2023151960-A1",NA,2022-11-18,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Glenn William Brown, JR.",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"347","8 Rivers",2021,4,"Methods and apparatuses for hydrogen production",NA,NA,"US-2023150817-A1",NA,2022-11-18,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,77,2021-12-05
"348","Climeworks",2020,1,"Sorbent material for co2 capture, uses thereof and methods for making same",NA,NA,"WO-2023094386-A1",NA,2022-11-22,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Angelo VARGAS, Davide Albani, Nina-Luisa MICHELS, Tomas AZTIRIA, Kim TRÃ–SCH, Gerald Bauer",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"349","Climate Foundation Marine Permaculture",2021,2,"Method and apparatuses for delivering hyperbaric gas and/or treating respiratory illnesses, post covid syndrome(s) and chronic traumatic encephalopathy",NA,NA,"US-2023166848-A1",NA,2022-11-23,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen, Daniel Reynolds",0,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,10,2021-05-17
"350","Climeworks",2020,1,"Method for separating gaseous carbon dioxide from a gas mixture",NA,NA,"WO-2023104656-A1",NA,2022-12-02,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Visuta ENGKAGUL, Baptiste MONNEY, JosÃ© Augusto BERROCAL, Christoph Weder, Angelo VARGAS, Davide Albani, Claudio LIMONE",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"351","Climeworks",2020,1,"Co2 adsorption system and method for co2 adsorption using humidity stable polystyrene-divinylbenzene amine functionalized polymeric adsorbents",NA,NA,"WO-2023110520-A1",NA,2022-12-06,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Angelo VARGAS, Davide Albani, Livia MÃœLLER, Ruth GARCIA, Olivier DUBÃ‰",0,1,1,"Iceland","DAC",50,0,1000,767.5,775,767.5,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",0,-7.5,-321.5,1,29,2020-05-18
"352","IndigoAg",2020,1,"Endophyte compositions and methods for improved plant health",NA,NA,"WO-2023108033-A3",NA,2022-12-07,2022,NA,NA,NA,NA,NA,NA,NA,NA,"Shib Sankar Basu, David A. Hubert, Sara B. COLLINS, Brandon M. SATINSKY",0,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,20,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",0,0,0,0,45,2020-05-18
"353","Ebb Carbon",2021,4,"Ocean alkalinity system and method for capturing atmospheric carbon dioxide","Worldwide",NA,"WO2023114105A4","PCT/US2022/052423",2022-12-09,2022,17,0,NA,NA,NA,NA,NA,NA,"Todd Pelman, Matthew Eisaman, Ben Tarbell, David Hegeman, Jeremy Loretz",0,1,1,"California, USA","Capture and storage",294,0,1000,1950,1950,1950,NA,NA,NA,NA,NA,294,37,294,256,0,"1",0,0,38,1,3,2021-12-05
