"firm_name","Year","Source of financials","Number of employees","Shareholders funds th USD","Cash flow [Net Income before D&A] th USD","P/L for period [=Net income] th USD","Net Income th USD","Short Term Debt, Net th USD","Long Term Debt, Net th USD","Total Debt Issued th USD","Investment in real estate th USD","Cash and cash equivalents th USD","Operating revenue (Turnover) th USD","Total assets th USD","Solvency ratio (Asset based)","Net debt th USD","Net assets th USD","Total liabilities th USD","Loans & Borrowings th USD","Depreciation th USD","Amortization & depletion th USD","Other non-operating and financial income (expenses) th USD","Amortization th USD","Equity in Net Earnings/Loss th USD","Purchase of Fixed Assets th USD","Capital Expenditures th USD","Software Development Costs th USD","Purchase/Acquisition of Intangibles th USD","Purchase of Investments th USD","Other Investing Cash Flow th USD","Financing Cash Flow Items th USD","Total Cash from Financing Activities th USD","Inactive","Quoted","Branch","OwnData","Woco","Country ISO code","NACE Rev. 2, core code (4 digits)","Consolidation code","VAT/Tax number","Tax Identification Number (TIN)","Ticker symbol","datinc","Type of entity","Size classification","No of companies in corporate group","Entity type","Number of directors & managers","US SIC, primary code(s)","ISIN number","Previous company name Latin Alphabet","Listing status","Market price - Year to date - High USD","Market price - Year to date - Low USD"
"ANDES BIO-PELLETS S.A.",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES BIO-PELLETS S.A.",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2024,NA,20,791.683590978384,NA,370.081145718694,NA,NA,NA,NA,NA,NA,3937.32261964679,2201.31851680577,35.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2023,NA,17,675.39680416137,NA,252.834459170699,NA,NA,NA,NA,NA,NA,3761.90464362502,1826.75731217861,36.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2022,NA,15,2666.11951002479,NA,1370.33994163573,NA,NA,NA,NA,NA,NA,5030.01159515977,3865.18161311746,68.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2021,NA,NA,1363.66741032153,NA,678.929377175868,NA,NA,NA,NA,NA,NA,3023.57627510279,2076.99314245582,65.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2020,NA,11,691.829688370228,NA,44.0736478120089,NA,NA,NA,NA,NA,NA,1707.71000921726,1065.70770858228,64.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2019,NA,9,NA,NA,298.416566476226,NA,NA,NA,NA,NA,NA,2136.78441864997,1104.50670400262,62.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2018,NA,9,NA,NA,56.8445472419262,NA,NA,NA,NA,NA,NA,1470.5336343646,577.37818698585,63.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2017,NA,12,NA,NA,71.9636758267879,NA,NA,NA,NA,NA,NA,1920.54478704929,719.636758267879,42.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2016,NA,NA,NA,NA,161.372820302844,NA,NA,NA,NA,NA,NA,1955.45096428692,694.481862187386,10.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2015,NA,NA,NA,NA,312.66447070241,NA,NA,NA,NA,NA,NA,2388.9802403748,365.953943878412,-28.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"CARBON LIMITS AS",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","NO",7112,"U1",NA,NA,NA,2005,"Corporate","Medium sized company",0,"Independent co",11,8711,NA,NA,NA,NA,NA
"NOYA INC.",2024,"Cortera",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"NOYA INC.",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Independent co",0,NA,NA,NA,NA,NA,NA
"ANDES AG .INC",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3357.41729941219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"ANDES AG .INC",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"ANDES AG .INC",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"ANDES AG .INC",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"ANDES AG .INC",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","CL",NA,"LF",NA,NA,NA,NA,"Corporate","Medium sized company",0,"Single location",0,NA,NA,NA,NA,NA,NA
