"firm_name","Year","Source of financials","Number of employees","Shareholders funds th USD","Cash flow [Net Income before D&A] th USD","P/L for period [=Net income] th USD","Net Income th USD","Short Term Debt, Net th USD","Long Term Debt, Net th USD","Total Debt Issued th USD","Investment in real estate th USD","Cash and cash equivalents th USD","Operating revenue (Turnover) th USD","Total assets th USD","Solvency ratio (Asset based)","Net debt th USD","Net assets th USD","Total liabilities th USD","Loans & Borrowings th USD","Depreciation th USD","Amortization & depletion th USD","Other non-operating and financial income (expenses) th USD","Amortization th USD","Equity in Net Earnings/Loss th USD","Purchase of Fixed Assets th USD","Capital Expenditures th USD","Software Development Costs th USD","Purchase/Acquisition of Intangibles th USD","Purchase of Investments th USD","Other Investing Cash Flow th USD","Financing Cash Flow Items th USD","Total Cash from Financing Activities th USD","Inactive","Quoted","Branch","OwnData","Woco","Country ISO code","NACE Rev. 2, core code (4 digits)","Consolidation code","VAT/Tax number","Tax Identification Number (TIN)","Ticker symbol","datinc","Type of entity","Size classification","No of companies in corporate group","Entity type","Number of directors & managers","US SIC, primary code(s)","ISIN number","Previous company name Latin Alphabet","Listing status","Market price - Year to date - High USD","Market price - Year to date - Low USD"
"SOIL VALUE EXCHANGE",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"SOIL VALUE EXCHANGE",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,NA,"Corporate","Small company",0,"Single location",0,NA,NA,NA,NA,NA,NA
"BIORECRO AB",2024,NA,3,3.16476930677891,NA,-101.752128317952,NA,NA,NA,NA,NA,NA,290.966972023249,242.824117720127,1.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2023,NA,3,84.5310409367085,NA,-9.95784513652325,NA,NA,NA,NA,NA,NA,232.571005299687,193.514123819768,43.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2022,NA,3,104.436729222536,10.3947564214468,1.83436878025532,NA,NA,NA,NA,NA,NA,239.813145205379,135.131833478808,77.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2021,NA,2,90.221843868494,25.3782540559769,9.35554280877113,NA,NA,NA,NA,NA,NA,289.484152197838,135.171463340521,66.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2020,NA,2,83.8525277599692,52.4776139110327,35.8410937562585,NA,NA,NA,NA,NA,NA,220.740941919386,374.265876233578,22.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2019,NA,2,NA,NA,3.65497067570686,NA,NA,NA,NA,NA,NA,231.237811416388,130.482453122735,54.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2018,NA,1,NA,NA,3.31045433878899,NA,NA,NA,NA,NA,NA,105.713841885328,120.059144020081,50.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2017,NA,1,NA,NA,24.9976302459836,NA,NA,NA,NA,NA,NA,118.946069985628,61.9609507992864,23.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2016,NA,NA,NA,NA,-37.4841651320457,NA,NA,NA,NA,NA,NA,0.646278709173203,46.6613228023052,-66.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"BIORECRO AB",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","SE",7112,"U1",NA,NA,NA,2014,"Corporate","Small company",0,"Single location",2,8711,NA,NA,NA,NA,NA
"PACHAMA INC",2024,"Cortera",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"PACHAMA INC",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",6201,"LF",NA,NA,NA,2018,"Corporate","Small company",0,"Single location",1,7371,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2024,"Cortera",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
"SILVIATERRA, LLC",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","US",NA,"LF",NA,NA,NA,2020,"Corporate","Small company",0,"Independent co",3,NA,NA,NA,NA,NA,NA
