"","applicant_name","year","quarter","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","effective_date","decision_date","patent_name","patent_region","patent_no","patent_no_list","application_number","file_date","file_year","assignee","citations","abandoned","classification_1","classification_2","classification_3","classification_4","classification_5","classification_6","classification_7","classification_8","inventor_1","previous_application_stripe","sum_patents","treat_date"
"230","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Compositions and methods for improved precious metal extraction from ore",NA,NA,NA,NA,2021-03-25,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Frederyk Ngantung",0,40,NA
"231","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Bitter masking agent",NA,NA,NA,NA,2021-03-29,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Jason HELANDER, Frederyk Ngantung, LoongYi TAN, Catherine GONZALEZ",0,40,NA
"232","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Sulfide scavenging using biodegradable complexes",NA,NA,NA,NA,2021-04-05,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paul Schuber, Toni M. Lee, Jun Su AN, Jason Helander, Tom Swanson, Gaurab Chakrabarti, Sean Hunt, Chris Arceo",0,40,NA
"233","Nitricity",2022,4,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,"15/12/2022",NA,"Systems and processes for producing fixed-nitrogen compounds",NA,NA,"US-2021331135-A1",NA,2021-04-26,2021,"Nitricity Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua Michael MCENANEY, John Anthony SCHWALBE, Nicolas Hunter PINKOWSKI, Brian Andrew ROHR",0,6,2022-12-15
"234","Emissol",2022,4,1,0,NA,NA,NA,NA,NA,1272,NA,1272,583,647,30,12,NA,463,37,393,NA,NA,"0",0,0,0,0,NA,NA,"Direct capture substrates, devices and methods",NA,NA,"KR-20230008762-A",NA,2021-05-11,2021,"ì—ë¯¸ì†” ì—˜ì—˜ì”¨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ë§¨ì¦ˆì•„ì›Œ ë§¤ìžìš°ë””, ì œì´ì½¥ ë¡œì´ í—¨ì…€, ì—ë“œì›Œë“œ ë²¤ìžë¯¼ í…Œê²”ëŸ¬ 4ì„¸",0,6,NA
"235","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"Systems and methods for the cultivation of target product",NA,NA,"WO-2021231471-A1",NA,2021-05-11,2021,"Running Tide Technologies, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nathaniel MERRILL, Max CHALFIN, Andrew Clyde THOMPSON, Margaux MARTIN-FILIPPI, Finnian Cradock DONOVAN, Matthew Jordan ODLIN",0,14,2021-05-17
"236","Charm Industrial",2020,1,1,1,"CA, USA","Biomass injection",10000,0,1000,600,600,NA,NA,NA,NA,NA,10000,NA,NA,10000,416,0,"1",NA,0,9584,1,"18/05/2020",NA,"Method and system for geological sequestration of carbon-containing liquid material","Canada",NA,"CA3177544A1","CA3177544A",2021-05-13,2021,"Charm Industrial Inc",17,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shaun MEEHAN, Kelly HERING, Peter Reinhardt, Daniel Fourie",0,1,2020-05-18
"237","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Method for capture of carbon dioxide from ambient air and corresponding adsorber structures with a plurality of parallel surfaces",NA,NA,"EP-4157484-A1",NA,2021-05-25,2021,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexander SPITERI, Benjamin Megerle, Adelaide CALBRY-MUZYKA, Nathalie CASAS, Jan AndrÃ© Wurzbacher",0,29,2020-05-18
"238","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Atmospheric steam desorption for direct air capture",NA,NA,"EP-4157485-A1",NA,2021-05-25,2021,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas REPOND, Benjamin Megerle",0,29,2020-05-18
"239","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Methods and devices for steam driven carbon dioxide capture",NA,NA,"EP-4157489-A1",NA,2021-05-25,2021,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alexander SPITERI, Stefan Schenk, Anca Elena TIMOFTE, Benjamin Megerle, Christoph Gebald, Jan AndrÃ© Wurzbacher, Adelaide CALBRY-MUZYKA",0,29,2020-05-18
"240","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Reactor sparger assembly",NA,NA,NA,NA,2021-05-27,2021,"Sean T. Hunt, Kenneth Keckler, Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sean T. Hunt, Kenneth Keckler",0,40,NA
"241","Takachar",2022,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4760,NA,NA,"0",NA,0,0,0,NA,NA,"System and method for a multi-chamber biomass reactor",NA,NA,"US20230201784A1",NA,2021-05-27,2021,"Takachar Ltd",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Kevin Kung, Vidyut Mohan",0,2,NA
"242","Nitricity",2022,4,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,"15/12/2022",NA,"Device and method for combined generation and fertigation of nitrogen fertilizer",NA,NA,"US-2021360847-A1",NA,2021-06-01,2021,"Nitricity Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua Michael MCENANEY, John Anthony SCHWALBE, Nicolas Hunter PINKOWSKI, Brian Andrew ROHR",0,6,2022-12-15
"243","Nitricity",2022,4,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,"15/12/2022",NA,"A device and method for combined generation and fertigation of nitrogen fertilizer",NA,NA,"EP-4157490-A1",NA,2021-06-01,2021,"Nitricity Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua Michael Mcenaney, John Anthony Schwalbe, Nicolas Hunter Pinkowski, Brian Andrew Rohr",0,6,2022-12-15
"244","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Trickle bed reactor",NA,NA,NA,NA,2021-06-01,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sean HUNT, Kevin LOFTIS, Peter Nguyen, Parth Patel",0,40,NA
"245","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"Systems and methods for transferring, grading, and/or harvesting aquatic animals",NA,NA,"EP-4161257-A1",NA,2021-06-03,2021,"Running Tide Technologies, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew Jordan ODLIN, Nathaniel MERRILL, Eben Sargent, Matthew Anderson, Finnian DONOVAN, David SOROKA, Jason TURNURE, Samuel WOOLF, Patch KESSLER",0,14,2021-05-17
"246","CarbonCure",2020,1,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,"18/05/2020",NA,"Methods and compositions for delivery of carbon dioxide","EU",NA,"EP-4164781-A1",NA,2021-06-14,2021,"Carboncure Technologies Inc.",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Paul Forgeron, Brad VICKERS, Brandon Burns, Josh BROWN, George Sean Monkman, Kevin Cail",0,26,2020-05-18
"247","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Compositions and methods for iron chelation",NA,NA,NA,NA,2021-06-14,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paul Schuber, Jun Su AN, Thomas A. Swanson, Jason Helander, Kevin Loftis, Gaurab Chakrabarti, Sean Hunt, Chris Arceo",0,40,NA
"248","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Compositions and methods for improved reservoir fluids separation",NA,NA,NA,NA,2021-06-14,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas A. Swanson, David Laperouse, Jun Su AN, Paul Schuber",0,40,NA
"249","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Isolated Complex Endophyte Compositions and Methods for Improved Plant Traits",NA,NA,"US-2022142170-A1",NA,2021-06-15,2021,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Karen V. Ambrose, Brett A. Boghigian, Slavica Djonovic, Paul Andrew Gray, Gerardo V. Toldedo, Luis Miguel Marquez, Geoffrey von Maltzahn",0,45,NA
"250","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Compositions and methods for reducing injection pressure in resource recovery operations",NA,NA,NA,NA,2021-06-17,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas A. Swanson, Abdul Siraj, Jun Su AN, Paul Schuber, Jason Helander",0,40,NA
"251","Climate Robotics",2022,4,1,0,NA,NA,NA,NA,NA,419,NA,377,128,121,30,15,NA,1325,220,1192,NA,NA,"0",42,0,0,0,NA,NA,"Autonomous device for in-field conversion of biomass into biochar","Canada",NA,"CA3183182A1","CA3183182A",2021-06-21,2021,"Climate Robotics Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jason Aramburu, Morgan Williams",0,1,NA
"252","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Systems and methods for control of volume flow rates in a power production plant",NA,NA,"KR-20230029844-A",NA,2021-06-28,2021,"8 ë¦¬ë²„ìŠ¤ ìºí”¼íƒˆ, ì—˜ì—˜ì”¨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ì œë ˆë¯¸ ì—ë¡  íŽ˜íŠ¸ë² íŠ¸",0,77,NA
"253","CarbonCure",2020,1,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,"18/05/2020",NA,"Methods and compositions for assessement of concrete carbonation","US",NA,"US-2022013196-A1",NA,2021-07-07,2021,"Carboncure Technologies Inc.",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"George Sean Monkman, Dean Paul Forgeron, Brad VICKERS",0,26,2020-05-18
"254","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Multifunctional cement additives and methods of using same",NA,NA,NA,NA,2021-07-07,2021,"Jun Su An, Solugen, Inc., Frederyk Ngantung, Abdul SIRAJ, LoongYi TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Frederyk Ngantung, Abdul SIRAJ, LoongYi TAN",0,40,NA
"255","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Amino sorbents for capturing of co2 from gas streams",NA,NA,"EP-4182055-A1",NA,2021-07-13,2021,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christoph Gebald, Angelo VARGAS, Davide Albani, Nina-Luisa MICHELS, Visuta ENGKAGUL, Baptiste MONNEY, JosÃ© Augusto BERROCAL, Christoph Weder",0,29,2020-05-18
"256","Carbyon",2023,3,1,0,NA,NA,NA,NA,NA,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,"0",NA,0,0,0,NA,NA,"Device and process for the direct carbon dioxide capture from air",NA,NA,"US20230264137A1","US18/005,615",2021-07-19,2021,"Carbyon Holding BV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hans Maria Paul De Neve, Jasper Anne Frido Marikus Simons, Dries Van Eyck, Aswin Schouten",0,1,NA
"257","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Separation of carbon dioxide and sulfurous materials from gaseous mixtures",NA,NA,"CA-3186805-A1",NA,2021-07-21,2021,"Navid Rafati, 8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navid Rafati",0,77,NA
"258","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Methods and compositions for use in agricultural processes",NA,NA,NA,NA,2021-07-29,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, Frederyk Ngantung, Abdul SIRAJ, Jason HELANDER, Paul SCHUBER, Catherine GONZALEZ, Chris ARCEO, Vatren Jurin, LoongYi TAN",0,40,NA
"259","Heimdal",2021,4,1,0,"Hawaii, USA","ocean,alkalinity",150,0,1000,250,NA,1200,NA,NA,NA,NA,NA,150,8.1,150,NA,NA,"0",-950,0,0,0,NA,NA,"Carbon capture method and system","GB",NA,"GB202111575D0","GBGB2111575.3A",2021-08-12,2021,"Heimdal Ltd",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA
"260","CarbonTo Stone",2022,4,1,1,NA,"DAC",NA,NA,NA,394,394,393.3,150.6,243.3,0,0,NA,2250000,7750000,1269,846,0,"1",0.699999999999989,0,423,1,"15/12/2022",NA,"Methods and systems for producing solid inorganic carbonate and bicarbonate compounds","EU",NA,"EP-4208281-A2",NA,2021-09-03,2021,"Cornell University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greeshma GADIKOTA",0,4,2022-12-15
"261","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Compositions for corrosion inhibition",NA,NA,NA,NA,2021-10-01,2021,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun Su An, LoongYi TAN, Frederyk Ngantung, Jason HELANDER, Chris ARCEO",0,40,NA
"262","Mission Zero Technologies",2021,2,1,1,"United Kingdom","Capture and storage",365,0,1000,275,319,1000,NA,NA,NA,NA,NA,365,7.5,365,358,0,"1",-725,-44,7,1,"17/05/2021",NA,"Method of capturing a target species from a gas",NA,NA,"GB-202114697-D0",NA,2021-10-14,2021,"Mission Zero Tech Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2021-05-17
"263","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Satellite-based agricultural modeling",NA,NA,"US-2022036483-A1",NA,2021-10-18,2021,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David Patrick Perry, Barry Loyd Knight, Eric Michael Jeck, Rachel Ariel Raymond, Neal Hitesh Rajdev, Geoffrey Albert von Maltzahn, Robert Berendes, Nathan Post, Jonathan Hennek, Ean Shaughnessy Wahl Mullins",0,45,NA
"264","Andes Ag",2022,4,1,0,NA,NA,NA,NA,NA,157,NA,157,0,51.77,98.95,6.28,NA,75000,52.02,5000,NA,NA,"0",0,0,0,0,NA,NA,"COMPOSITIONS AND METHODS FOR THE PRODUCTION OF BICARBONATE AND MINERALS","Argentina",NA,"AR123867A1","ARP210102904A",2021-10-21,2021,"Andes Ag Inc",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Gonzalo Fuenzalida, Tania Timmermann, Bjorn Traag, Lina Leon, Naresh Pandey, Raghuveer Singh",0,3,NA
"265","CarbonCure",2020,1,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,"18/05/2020",NA,"Carbonation of concrete products","EU",NA,"EP-4237385-A1",NA,2021-10-29,2021,"Carboncure Technologies Inc., Einarsdottir, Soley, Forgeron, Dean, Paul, Hanmore, Alex",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Michael Thomas, George Sean MONKMAN, Soley EINARSDOTTIR, Dean Paul FORGERON, Alex HANMORE",0,26,2020-05-18
"266","ZS2 Technologies",2023,3,1,0,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"0",NA,0,0,0,NA,NA,"Methods for re-using industrial waste for carbon sequestration and magnesium-based cements",NA,NA,"US20230139894A1","US17/516,515",2021-11-01,2021,"ZS2 Technologies Ltd",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Douglas Geoffrey Brown",1,2,NA
"267","ZS2 Technologies",2023,3,1,0,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"0",NA,0,0,0,NA,NA,"Methods for re-using industrial waste for carbon sequestration and magnesium­based cements",NA,NA,"CA3137330A1","CA3137330A",2021-11-01,2021,"ZS2 Technologies Ltd",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Douglas Geoffrey Brown",1,2,NA
"268","ZS2",2022,4,1,0,NA,NA,NA,NA,NA,572,NA,572,205,314,53,NA,NA,961852,280,1000,NA,NA,"0",0,0,0,0,NA,NA,"Methods for re-using industrial waste for carbon sequestration and magnesium-based cements",NA,NA,"US20230139894A1","US17/516,515",2021-11-01,2021,"ZS2 Technologies Ltd",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Douglas Geoffrey Brown",0,2,NA
"269","ZS2",2022,4,1,0,NA,NA,NA,NA,NA,572,NA,572,205,314,53,NA,NA,961852,280,1000,NA,NA,"0",0,0,0,0,NA,NA,"Methods for re-using industrial waste for carbon sequestration and magnesium­based cements",NA,NA,"CA3137330A1","CA3137330A",2021-11-01,2021,"ZS2 Technologies Ltd",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Douglas Geoffrey Brown",0,2,NA
"270","Andes Ag",2022,4,1,0,NA,NA,NA,NA,NA,157,NA,157,0,51.77,98.95,6.28,NA,75000,52.02,5000,NA,NA,"0",0,0,0,0,NA,NA,"Seed treatment methods and compositions for improving plant traits and yield","US",NA,"US11805774B2","US17/520,587",2021-11-05,2021,"Andes Ag Inc",17,0,NA,NA,NA,NA,NA,NA,NA,NA,"Gonzalo Fuenzalida, Tania Timmermann, Roque Giordano, Veronica Morgante",0,3,NA
"271","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Systems and methods for operation of a flexible fuel combustor",NA,NA,"US-2022074594-A1",NA,2021-11-12,2021,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xijia Lu, Jeremy Eron Fetvedt, Peter Michael McGroddy",0,77,NA
"272","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Free space optical communication system comprising first and second transceiver nodes",NA,NA,"WO-2022109504-A1",NA,2021-11-30,2021,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alok GROVER",0,77,NA
"273","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Improved materials for direct air capture and uses thereof",NA,NA,"WO-2022128431-A1",NA,2021-11-30,2021,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Igor BABIC, Paul O'connor, Sjoerd Daamen, Tobias NIEBEL",0,29,2020-05-18
"274","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"System and method for grading and counting aquatic animals",NA,NA,"CA-3206912-A1",NA,2021-12-10,2021,"Matthew Jordan ODLIN, Stephen Zadesky, Nathaniel MERRILL, Samuel WOOLF, Phillip CONNAUGHTON, Running Tide Technologies, Inc., Nicholas HAGLER, Margaux MARTIN-FILIPPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew Jordan ODLIN, Stephen Zadesky, Nathaniel MERRILL, Samuel WOOLF, Phillip CONNAUGHTON, Nicholas HAGLER, Margaux MARTIN-FILIPPI",0,14,2021-05-17
"275","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"High-purity hydroxycarboxylic acid composition and method for producing same",NA,NA,NA,NA,2021-12-14,2021,"ç´¢é²æ ¹å…¬å¸",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"å‡¯æ–‡Â·æ´›å¤«è’‚æ–¯, è‚–æ©Â·äº¨ç‰¹, å½¼å¾—Â·é˜®, å¸•æ–¯Â·å¸•ç‰¹å°”",0,40,NA
"276","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Intervention and field characteristic machine-learned modeling",NA,NA,"WO-2022140201-A1",NA,2021-12-17,2021,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ying Xu, Max E. WINSTON, Ching-Hao WANG, Huan Wang, Sharon XU",0,45,NA
"277","Heimdal",2021,4,1,0,"Hawaii, USA","ocean,alkalinity",150,0,1000,250,NA,1200,NA,NA,NA,NA,NA,150,8.1,150,NA,NA,"0",-950,0,0,0,NA,NA,"Carbon capture method and system","US",NA,"US11465925B1","US17/575,626",2022-01-13,2022,"Heimdal Ltd",19,0,NA,NA,NA,NA,NA,NA,NA,NA,"V Erik Joughin Millar, Marcus Lima",0,3,NA
"278","Carbo Culture",2020,1,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,NA,NA,NA,NA,NA,62,NA,NA,42,NA,NA,"0",NA,0,0,0,NA,NA,"System for carbonizing organic material","Eu",NA,"EP4227262A1","EP22155933.9A",2022-02-09,2022,"Carbo Culture, Oy",3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Christopher Carstens",0,2,NA
"279","Carbo Culture",2021,2,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,1300,NA,NA,NA,NA,NA,1067.38,66.8,1067.38,NA,NA,"0",-300,0,0,0,NA,NA,"System for carbonizing organic material","Eu",NA,"EP4227262A1","EP22155933.9A",2022-02-09,2022,"Carbo Culture, Oy",3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Christopher Carstens",1,2,NA
"280","Project Vesta",2020,1,1,1,"Caribbean","Enhanced weathering",200,0,1000,50,75,NA,NA,NA,NA,NA,200,NA,NA,200,3333.3,0,"1",NA,-25,-3133.3,1,"18/05/2020",NA,"Systems and methods for processing olivine","EU",NA,"EP4166641A1","EP22157366.0A",2022-02-17,2022,"Project Vesta, PBC",NA,0," C12M25/16 - Particles; Beads; Granular material; Encapsulation",NA,NA,NA,NA,NA,NA,NA,"Stephen Justin Romaniello, Brian David Ley, Margarate Grace Andrews, Nathan Gerard Walworth, Thomas Ishoey, Tom Coxeter Green, Francesc Montserrat",0,3,2020-05-18
"281","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Imagery-based boundary identification for agricultural fields",NA,NA,"US-2022180526-A1",NA,2022-02-25,2022,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bobby Harold Braswell, Tina A. Cormier, Damien Sulla-Menashe, Keith Frederick Ma",0,45,NA
"282","Sustaera",2021,4,1,1,"North Carolina, USA","DAC",3500,0,1000,777.78,700,1500,NA,NA,NA,NA,NA,3500,350,3500,714,0,"1",-722.22,77.78,2786,1,"05/12/2021",NA,"Direct air capture co2 removal system and process","Canada",NA,"CA3211355A1",NA,2022-03-09,2022,"Sustaera Inc",7,0," B01D53/62 Carbon oxides",NA,NA,NA,NA,NA,NA,NA,"Raghubir Prasad GUPTA, Cory Elliott SANDERSON, Shaojun James Zhou, Shantanu AGARWAL, Tyson Lee Lanigan-Atkins, Arnold Chris Toppo, Jian Ping SHEN",0,2,2021-12-05
"283","CarbonCure",2020,1,1,1,"North America","Storage",60000,1,1000,100,100,NA,NA,NA,NA,NA,60000,NA,NA,120000,2500,0,"1",NA,0,117500,1,"18/05/2020",NA,"Compositions and methods to couple carbon dioxide capture and waste heat","Worldwide",NA,"WO-2022195540-A1",NA,2022-03-17,2022,"Carboncure Technologies Inc.",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dean Paul Forgeron, Travis Aaron JANKE, George Sean Monkman",0,26,2020-05-18
