...1,key,m_y,patents_in_period,file_date,file_year,quarter,year,treat_date,unique_patents_in_period,previous_application_stripe,applied,awarded,location,tags,volume,negativity_rating,permanence,price,contractprice,current_cost_per_tonne,capex,opex,quantification,thirdparty verification,net_neg sequestration_todate,lifetime mtco2e,gross project emissions,offer_quantity,contract_quantity,R_and_D_offer,awarded_factor,realised_cost_decrease,price_contract_diff,quantity_contract_diff,awardednum,sum_patents,year_factor,repeat_factor,firm_name.x,firm_name.y,Year,Source of financials,Number of employees,Shareholders funds th USD,Cash flow [Net Income before D&A] th USD,P/L for period [=Net income] th USD,Net Income th USD,"Short Term Debt, Net th USD","Long Term Debt, Net th USD",Total Debt Issued th USD,Investment in real estate th USD,Cash and cash equivalents th USD,Operating revenue (Turnover) th USD,Total assets th USD,Solvency ratio (Asset based),Net debt th USD,Net assets th USD,Total liabilities th USD,Loans & Borrowings th USD,Depreciation th USD,Amortization & depletion th USD,Other non-operating and financial income (expenses) th USD,Amortization th USD,Equity in Net Earnings/Loss th USD,Purchase of Fixed Assets th USD,Capital Expenditures th USD,Software Development Costs th USD,Purchase/Acquisition of Intangibles th USD,Purchase of Investments th USD,Other Investing Cash Flow th USD,Financing Cash Flow Items th USD,Total Cash from Financing Activities th USD,Inactive,Quoted,Branch,OwnData,Woco,Country ISO code,"NACE Rev. 2, core code (4 digits)",Consolidation code,VAT/Tax number,Tax Identification Number (TIN),Ticker symbol,datinc,Type of entity,Size classification,No of companies in corporate group,Entity type,Number of directors & managers,"US SIC, primary code(s)",ISIN number,Previous company name Latin Alphabet,Listing status,Market price - Year to date - High USD,Market price - Year to date - Low USD,Month,firm_name_clean,dist,firm_name
11879,Ocean-based Climate Solutions20212,Dec 2012,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
11880,Ocean-based Climate Solutions20224,Dec 2012,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
13882,Ocean-Based Climate Solutions20201,Dec 2013,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
13883,Ocean-based Climate Solutions20212,Dec 2013,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
13884,Ocean-based Climate Solutions20224,Dec 2013,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
15886,Ocean-Based Climate Solutions20201,Dec 2014,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
15887,Ocean-based Climate Solutions20212,Dec 2014,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
15888,Ocean-based Climate Solutions20224,Dec 2014,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
17890,Ocean-Based Climate Solutions20201,Dec 2015,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
17891,Ocean-based Climate Solutions20212,Dec 2015,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
17892,Ocean-based Climate Solutions20224,Dec 2015,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
19894,Ocean-Based Climate Solutions20201,Dec 2016,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
19895,Ocean-based Climate Solutions20212,Dec 2016,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
19896,Ocean-based Climate Solutions20224,Dec 2016,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
21898,Ocean-Based Climate Solutions20201,Dec 2017,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
21899,Ocean-based Climate Solutions20212,Dec 2017,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
21900,Ocean-based Climate Solutions20224,Dec 2017,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
23902,Ocean-Based Climate Solutions20201,Dec 2018,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
23903,Ocean-based Climate Solutions20212,Dec 2018,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
23904,Ocean-based Climate Solutions20224,Dec 2018,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
25906,Ocean-Based Climate Solutions20201,Dec 2019,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
25907,Ocean-based Climate Solutions20212,Dec 2019,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
25908,Ocean-based Climate Solutions20224,Dec 2019,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
27910,Ocean-Based Climate Solutions20201,Dec 2020,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
27911,Ocean-based Climate Solutions20212,Dec 2020,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
27912,Ocean-based Climate Solutions20224,Dec 2020,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
29914,Ocean-Based Climate Solutions20201,Dec 2021,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
29915,Ocean-based Climate Solutions20212,Dec 2021,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
29916,Ocean-based Climate Solutions20224,Dec 2021,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
31918,Ocean-Based Climate Solutions20201,Dec 2022,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
31919,Ocean-based Climate Solutions20212,Dec 2022,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
31920,Ocean-based Climate Solutions20224,Dec 2022,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
33922,Ocean-Based Climate Solutions20201,Dec 2023,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
33923,Ocean-based Climate Solutions20212,Dec 2023,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
33924,Ocean-based Climate Solutions20224,Dec 2023,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,12,ocean-based climate solutions,0,NA
188,Ocean-Based Climate Solutions20201,Feb 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,2,ocean-based climate solutions,0,NA
189,Ocean-based Climate Solutions20212,Feb 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,423,NA,NA,NA,NA,NA,251.5,8.5,251.5,NA,NA,0,-86.93,0,0,0,1,2021,1,ocean-based climate solutions,ocean-based climate solutions,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,2,ocean-based climate solutions,0,NA
190,Ocean-based Climate Solutions20224,Feb 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,279,NA,273,205,68,0,0,0,4910,69.2,4840.88,NA,NA,0,6,0,0,0,1,2022,0,ocean-based climate solutions,ocean-based climate solutions,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,2,ocean-based climate solutions,0,NA
2192,Ocean-Based Climate Solutions20201,Feb 2008,NA,NA,NA,NA,NA,NA,NA,0,1,0,Pacific Ocean (near CA),"ocean,phytoplankton",693,0,1000,336.07,NA,336.07,NA,NA,NA,NA,693,NA,NA,693,NA,NA,0,0,0,0,0,1,2020,0,ocean-based climate solutions,ocean-based climate solutions,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,US,NA,LF,NA,NA,NA,NA,Corporate,Small company,0,Single location,0,NA,NA,NA,NA,NA,NA,2,ocean-based climate solutions,0,NA
