"","key","m_y","patents_in_period","file_date","file_year","quarter","year","treat_date","unique_patents_in_period","previous_application_stripe","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","sum_patents","year_factor","repeat_factor"
"869","Charm Industrial20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"CA, USA","Biomass injection",10000,0,1000,600,600,600,NA,NA,NA,NA,10000,NA,NA,10000,416,0,"1",0,0,9584,1,1,"2020","0"
"870","Climate Robotics20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,419,NA,377,128,121,30,15,NA,1325,220,1192,NA,NA,"0",42,0,0,0,1,"2022","0"
"871","Carbyon20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,"0",NA,0,0,0,1,"2023","0"
"872","Heimdal20214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Hawaii, USA","ocean,alkalinity",150,0,1000,250,NA,1200,NA,NA,NA,NA,NA,150,8.1,150,NA,NA,"0",-950,0,0,0,3,"2021","0"
"873","Andes Ag20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,157,NA,157,0,51.77,98.95,6.28,NA,75000,52.02,5000,NA,NA,"0",0,0,0,0,3,"2022","0"
"874","Andes Bio20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,75000,4.38,74995.62,NA,NA,"0",0,0,0,0,3,"2022","1"
"875","Andes20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,300,NA,300,NA,NA,NA,NA,NA,NA,NA,1666.67,NA,NA,"0",0,0,0,0,3,"2023","1"
"876","ZS2 Technologies20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,"0",NA,0,0,0,2,"2023","1"
"877","ZS220224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,572,NA,572,205,314,53,NA,NA,961852,280,1000,NA,NA,"0",0,0,0,0,2,"2022","0"
"878","Carbo Culture20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,1000,NA,NA,NA,NA,62,NA,NA,42,NA,NA,"0",0,0,0,0,2,"2020","0"
"879","Carbo Culture20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Central Valley, CA, USA","biomass,biochar",56,0,568,1000,NA,1300,NA,NA,NA,NA,NA,1067.38,66.8,1067.38,NA,NA,"0",-300,0,0,0,2,"2021","1"
"880","Project Vesta20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"Caribbean","Enhanced weathering",200,0,1000,50,75,50,NA,NA,NA,NA,200,NA,NA,200,3333.3,0,"1",0,-25,-3133.3,1,3,"2020","0"
"881","Sustaera20214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"North Carolina, USA","DAC",3500,0,1000,777.78,700,1500,NA,NA,NA,NA,NA,3500,350,3500,714,0,"1",-722.22,77.78,2786,1,2,"2021","0"
"882","Brilliant Planet20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,800,NA,256,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",544,0,0,0,5,"2023","0"
"883","CarbonBuilt20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,6,"2021","0"
"884","Seaweed Generation20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,4,"2022","1"
"885","Seaweed Generation20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,4,"2022","0"
"886","Ebb Carbon20214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"California, USA","Capture and storage",294,0,1000,1950,1950,1950,NA,NA,NA,NA,NA,294,37,294,256,0,"1",0,0,38,1,3,"2021","0"
"887","Cquestr820214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Unspecified","ocean,mineralization",1000,0,1000,420,NA,1000,NA,NA,NA,NA,NA,1000,0,1000,NA,NA,"0",-580,0,0,0,1,"2021","0"
"888","CQuestr820233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,500,NA,420,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,"0",80,0,0,0,1,"2023","0"
"889","Eion Corp20214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"Princeton, NJ and Berkeley, CA","Soil amendment",1000,0,1000,500,500,1283,NA,NA,NA,NA,NA,1000,51,1000,500,0,"1",-783,0,500,1,1,"2021","0"
"890","Noya20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1500,NA,1500,950,350,200,NA,NA,8750,608,700,NA,NA,"0",0,0,0,0,1,"2022","0"
"891","Carbon Atlantis20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"DAC",NA,NA,NA,1450,1816,1450,942.5,NA,NA,NA,NA,NA,NA,153,275,0,"1",0,-366,-122,1,1,"2023","0"
"892","Carbon Limit20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,224.13,NA,224.13,168,27,11,18.13,NA,10000,105.59,10000,NA,NA,"0",0,0,0,0,1,"2022","0"
"893","Sinkco20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1838,NA,1838,1138,224,395,66,NA,494,58,287,NA,NA,"0",0,0,0,0,1,"2022","0"
"894","Capture620224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.1,NA,NA,NA,"0",NA,0,0,0,1,"2022","0"
"895","Heirloom20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"California, USA","Capture and storage",50,0,1000,10000,2054,20000,NA,NA,NA,NA,NA,50,3,50,244,0,"1",-10000,7946,-194,1,1,"2021","0"
"896","CarbonRun20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"River Alkalinity Enhancement",NA,NA,NA,387,387,NA,NA,NA,NA,NA,NA,NA,NA,1300,1291,0,"1",NA,0,9,1,1,"2023","0"
"897","Living Carbon20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,2320,0,2320,NA,NA,NA,NA,NA,336.2,0,229.4,0,75000,"1",0,NA,NA,1,1,"2022","0"
"898","Lillianah20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,"0",NA,0,0,0,2,"2023","0"
"899","Carbonaught20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,450,NA,357.4,NA,NA,NA,NA,NA,542,42,500,NA,NA,"0",92.6,0,0,0,1,"2022","0"
"900","Parallel Carbon20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1111,NA,1000,NA,NA,NA,NA,NA,231,64,225,NA,NA,"0",111,0,0,0,1,"2022","0"
"901","Parallel Carbon20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,1100,NA,1500,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,"0",-400,0,0,0,1,"2023","1"
"902","Carbon Blue20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,941,NA,941,448,465,12,16,NA,6470,267,300,NA,NA,"0",0,0,0,0,1,"2022","0"
"903","Airhive20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"DAC",NA,NA,NA,530,530,530,182,196,19,22,NA,NA,NA,943,943,0,"1",0,0,0,1,1,"2023","0"
"904","TerraFixing20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,800,NA,546.51,249.66,196.74,99.38,0.74,NA,1000,295,13705,NA,NA,"0",253.49,0,0,0,1,"2022","0"
"905","AspiraDAC20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,1000,1000,1000,NA,NA,NA,NA,NA,3300,1980,3100,500,0,"1",0,0,2600,1,1,"2022","0"
"906","44.0120214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,"Oman","Capture and storage",2920,0,1000,170,170,1000,NA,NA,NA,NA,NA,2890,39,2890,2941,0,"1",-830,0,-51,1,0,"2021","0"
"907","Alkali Earth20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Enhanced Weathering",NA,NA,NA,322.45,370,322.45,NA,NA,NA,NA,NA,NA,NA,1551,1351,0,"1",0,-47.55,200,1,0,"2023","0"
"908","Arbon20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"DAC",NA,NA,NA,180,575,76,60,16,NA,NA,NA,NA,NA,2777,173,0,"1",104,-395,2604,1,0,"2023","0"
"909","Arbor20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,500,500,500,40,71.5,0,0,NA,1316000,64800,1000,667,0,"1",0,0,333,1,0,"2022","0"
"910","Banyu20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Direct Ocean Removal",NA,NA,NA,1350,1387,1318,267,845,NA,NA,NA,NA,NA,360,360,0,"1",32,-37,0,1,0,"2023","0"
"911","Bio-Concrete (VTT and PURO.EARTH)20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Finland","mineralization,concrete",150,0,1000,960,NA,960,NA,NA,NA,NA,NA,388,32,388,NA,NA,"0",0,0,0,0,0,"2021","0"
"912","Biomass Burial (EBS and PURO.EARTH)20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,50,NA,2000,NA,NA,NA,NA,NA,5000,75,5000,NA,NA,"0",-1950,0,0,0,0,"2021","0"
"913","Bluesource20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Mountain City, TN, USA","forests,ifm",631845,1,37,8,NA,8,NA,NA,NA,NA,139593,NA,NA,139593,NA,NA,"0",0,0,0,0,0,"2020","0"
"914","Boomitra20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,500,NA,370,245,125,NA,NA,NA,NA,NA,1000,NA,NA,"0",130,0,0,0,0,"2023","0"
"915","Breadtree Farms20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Johnsonville, NY, USA","forests,agroforestry",56,0,30,4.14,NA,100,NA,NA,NA,NA,140,NA,NA,140,NA,NA,"0",-95.86,0,0,0,0,"2020","0"
"916","C Sink20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Black Sea","ocean,biomass",100,0,100,5000,NA,5000,NA,NA,NA,NA,NA,100,0.1,100,NA,NA,"0",0,0,0,0,0,"2021","0"
"917","Captura20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Direct Ocean Removal",NA,NA,NA,984,984,984,689,295,0,0,NA,2894,0.295,508,339,0,"1",0,0,169,1,0,"2022","0"
"918","Carba20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,450,NA,396,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,"0",54,0,0,0,0,"2023","0"
"919","Carbin Minerals20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,1566,1318,1566,1213,336,17,0,NA,1800,60,320,380,0,"1",0,248,-60,1,0,"2022","0"
"920","Carbix20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Texas, USA","mineralization,aggregate",3935,0,1000,73,NA,1750,NA,NA,NA,NA,NA,3935,1200,3935,NA,NA,"0",-1677,0,0,0,0,"2021","0"
"921","Carbominer20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,"DAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362125,NA,NA,NA,NA,"0",NA,0,0,0,0,"2023","0"
"922","Carbon Blade20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,710,NA,1680,1500,500,NA,NA,NA,2490,235,2705,NA,NA,"0",-970,0,0,0,0,"2022","0"
"923","Carbon Drawdown Initiative20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,300,NA,300,0,300,0,0,NA,300,38.1,300,NA,NA,"0",0,0,0,0,0,"2022","0"
"924","Carbon Lockdown20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,100,NA,100,75,25,NA,NA,NA,12387,2387,10000,NA,NA,"0",0,0,0,0,0,"2022","1"
"925","Carbon Lockdown20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,250,NA,250,50,50,100,0,NA,2620,620,2000,NA,NA,"0",0,0,0,0,0,"2022","0"
"926","Carbon Neutral Initiative20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,235,NA,183,NA,NA,NA,NA,NA,1125,61,1064,NA,NA,"0",52,0,0,0,0,"2022","0"
"927","CarbonBlue20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Direct Ocean Removal",NA,NA,NA,1250,1250,400,NA,NA,NA,NA,NA,NA,NA,320,400,0,"1",850,0,-80,1,0,"2023","0"
"928","CarbonCapture20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,800,NA,1946,NA,NA,NA,NA,NA,1400,200,1200,NA,NA,"0",-1146,0,0,0,0,"2022","0"
"929","Carboniferous20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,750,NA,7000,NA,NA,NA,NA,NA,556,33.67,522.33,NA,NA,"0",-6250,0,0,0,0,"2022","0"
"930","Carboniferous20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Biomass sinking",NA,NA,NA,1004,0,1004,274,730,NA,730,NA,NA,NA,500,0,250000,"1",0,NA,NA,1,0,"2023","0"
"931","Carbotura20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,35,NA,67,NA,NA,NA,NA,NA,370612800,94672800,370612800,NA,NA,"0",-32,0,0,0,0,"2021","0"
"932","CarStorCon Technologies20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,500,NA,500,370,85,10,35,160,25000,NA,1000,NA,NA,"0",0,0,0,0,0,"2022","0"
"933","Cella Mineral Storage20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"DAC",NA,NA,NA,227,227.5,227,52,160,15,0,NA,2198,1.94,2198,1465,0,"1",0,-0.5,733,1,0,"2022","0"
"934","Clairity Technology20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1850,NA,1850,840,990,20,0,10,312,12,300,NA,NA,"0",0,0,0,0,0,"2022","0"
"935","Clairity20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,805,NA,805,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,"0",0,0,0,0,0,"2023","0"
"936","CO2-Zero20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Turkey","mineralization,olivine",30000,0,1000,75,NA,34,NA,NA,NA,NA,NA,30000,2652,30000,NA,NA,"0",41,0,0,0,0,"2021","0"
"937","CO2 Rail20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,310,NA,310,NA,NA,NA,NA,NA,9031,416,1750,NA,NA,"0",0,0,0,0,0,"2022","0"
"938","CREW20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Enhanced weathering",NA,NA,NA,810,810,647,2078,374,NA,NA,NA,215,12.6,150,410,0,"1",163,0,-260,1,0,"2022","0"
"939","E-quester20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,2000,NA,4145,1600,2533,12,0,NA,100,3.23,89,NA,NA,"0",-2145,0,0,0,0,"2022","0"
"940","EDAC Labs20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Mineralization",NA,NA,NA,1573,1573,NA,NA,NA,NA,NA,NA,NA,NA,318,317,0,"1",NA,0,1,1,0,"2023","0"
"941","Electro-Active20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,476,NA,NA,55,NA,NA,NA,NA,NA,NA,1050,NA,NA,"0",NA,0,0,0,0,"2023","0"
"942","Everest Carbon20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,519,NA,430,291,139,NA,NA,NA,NA,NA,960,NA,NA,"0",89,0,0,0,0,"2023","0"
"943","Finnish Log House Industry20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Finland","biomass,wood",25000,1,50,20,NA,20,NA,NA,NA,NA,25000,NA,NA,35000,NA,NA,"0",0,0,0,0,0,"2020","0"
"944","FIRST GIGATON20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,485,NA,485,NA,NA,NA,NA,NA,15120,1678,13442,NA,NA,"0",0,0,0,0,0,"2022","0"
"945","First Gigaton20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,235,NA,183,12,172,113,0,NA,3200,262.4,2290,NA,NA,"0",52,0,0,0,0,"2022","0"
"946","Future Forest20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Scotland","forests,reforestation",6380,0,60,20,NA,20,NA,NA,NA,NA,6350.28,NA,NA,6207.28,NA,NA,"0",0,0,0,0,0,"2020","0"
"947","Graphyte20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,"0",0,0,0,0,0,"2023","0"
"948","GreenSand20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Netherlands","mineralization,olivine",1000,0,1000,35,NA,35,NA,NA,NA,NA,1000,NA,NA,200,NA,NA,"0",0,0,0,0,0,"2020","0"
"949","GreenSand20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Netherlands","mineralization,olivine",1000,0,1000,170,NA,170,NA,NA,NA,NA,NA,5100,181,5100,NA,NA,"0",0,0,0,0,0,"2021","0"
"950","Holocene20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"DAC",NA,NA,NA,1505,1506,1505,978.25,526.75,NA,NA,NA,NA,NA,332,332,0,"1",0,-1,0,1,0,"2023","0"
"951","Holy Grail20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1700,NA,1500,NA,NA,NA,NA,NA,309,14.7,294,NA,NA,"0",200,0,0,0,0,"2022","0"
"952","Hydrogen Naturally20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,398,NA,398,241,157,0,0,NA,15293450,1096440,1130,NA,NA,"0",0,0,0,0,0,"2022","0"
"953","HYROGAS SIA20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1996,NA,1996,958,899,109,30,NA,5000,5000,4521,NA,NA,"0",0,0,0,0,0,"2022","0"
"954","Inplanet20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,480,480,480,416.5,39,24.5,0,NA,1128,107,1021,694,0,"1",0,0,327,1,0,"2022","0"
"955","Karbonetiq20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,157.43,NA,103,NA,NA,NA,NA,NA,NA,NA,3176,NA,NA,"0",54.43,0,0,0,0,"2023","0"
"956","KCR20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1650,NA,1650,NA,NA,NA,NA,NA,1000,0,1000,NA,NA,"0",0,0,0,0,0,"2022","0"
"957","Kodama Systems20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Biomass sinking",NA,NA,NA,610,0,610,294,205,111,0,NA,3741,505,820,0,250000,"1",0,NA,NA,1,0,"2022","0"
"958","Lithos Carbon20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,500,500,330,NA,NA,NA,NA,NA,1024,24,1000,640,0,"1",170,0,360,1,0,"2022","0"
"959","Maia Paebbl20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1900,NA,7884,2806,4839,NA,NA,NA,NA,NA,170,NA,NA,"0",-5984,0,0,0,0,"2023","0"
"960","Mantel20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,564,NA,888,592,279,NA,NA,NA,NA,NA,888,NA,NA,"0",-324,0,0,0,0,"2023","0"
"961","Mati20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Enhanced Weathering",NA,NA,NA,300,330,NA,NA,NA,NA,NA,NA,NA,NA,5000,1513,0,"1",NA,-30,3487,1,0,"2023","0"
"962","Methane Oxidation Corp20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,7500,170.6,7500,NA,NA,"0",NA,0,0,0,0,"2021","0"
"963","Minerali20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,0,0,0,0,"2022","0"
"964","NETZERO20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,250,NA,100,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,"0",150,0,0,0,0,"2023","0"
"965","Noble Thermodynamics20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,150,NA,1000,NA,NA,NA,NA,NA,NA,NA,3333,NA,NA,"0",-850,0,0,0,0,"2023","0"
"966","Nori20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"USA","soil,farming",14011,0,10,16.5,NA,15,NA,NA,NA,NA,14011,NA,NA,5000,NA,NA,"0",1.5,0,0,0,0,"2020","0"
"967","Noya20214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"California, USA","dac,mineralization",1000,0,1000,1822,NA,1523,NA,NA,NA,NA,NA,1000,317,1000,NA,NA,"0",299,0,0,0,0,"2021","0"
"968","Nuestark20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Switzerland","mineralization,concrete",750,0,1000,400,NA,700,NA,NA,NA,NA,NA,750,46.2,750,NA,NA,"0",-300,0,0,0,0,"2021","0"
"969","Octavia Carbon20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,700,NA,1200,1020,NA,NA,NA,NA,NA,NA,714,NA,NA,"0",-500,0,0,0,0,"2023","0"
"970","Out of the Blue20212",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"England","ocean,injection",0.2,0,1000,1e+06,NA,1e+06,NA,NA,NA,NA,NA,0.2,0,0.2,NA,NA,"0",0,0,0,0,0,"2021","0"
"971","Pachama20201",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Uruguay & CA, USA","forests,reforestation",165850,0,46,8,NA,8,NA,NA,NA,NA,165850,NA,NA,2936085,NA,NA,"0",0,0,0,0,0,"2020","0"
"972","Paebbl20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,1200,NA,16439,12526,3913,80,0,NA,150,0.2685,100,NA,NA,"0",-15239,0,0,0,0,"2022","0"
"973","Planetary20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,2000,NA,7500,NA,NA,NA,NA,NA,1892,184,1708,NA,NA,"0",-5500,0,0,0,0,"2022","0"
"974","Planetary20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,"Ocean Alkalinity Enhancement",NA,NA,NA,1600,1600,NA,NA,NA,NA,NA,NA,NA,NA,2000,937,0,"1",NA,0,1063,1,0,"2023","1"
"975","PRONOE20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,"0",NA,0,0,0,0,"2023","0"
"976","Pull to Refresh20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,900,NA,900,NA,NA,NA,NA,NA,1049,49,1000,NA,NA,"0",0,0,0,0,0,"2022","0"
"977","RCMP Solutions20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,500,NA,500,180,200,100,20,NA,1106,106,1000,NA,NA,"0",0,0,0,0,0,"2022","0"
"978","RedoxNRG20214",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,"Estonia","dac,mineralization",360,0,1000,500,NA,1700,NA,NA,NA,NA,NA,360,356.3,360,NA,NA,"0",-1200,0,0,0,0,"2021","0"
"979","ReNew Power20224",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,182.97,NA,162.84,30.63,131.13,0.75,0.33,0,1500000,115510,1124063,NA,NA,"0",20.13,0,0,0,0,"2022","0"
"980","RepAir20222",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Capture and storage",NA,NA,NA,198.59,1600,1000,NA,NA,NA,NA,NA,200,1.41,1600,199,0,"1",-801.41,-1401.41,1401,1,0,"2022","0"
"981","Rewind Earth20233",Jun 2007,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,"Biomass sinking",NA,NA,NA,647,0,195,NA,NA,NA,NA,NA,NA,NA,773,0,250000,"1",452,NA,NA,1,0,"2023","0"
